Kernel,Init Length,Alpha,Train R2,LOOCV R2,LOOCV MAE,LOOCV RMSE,Optimized Kernel
RationalQuadratic,20.0,0.001,0.9964726915390467,0.7101441568305803,0.9900759646204015,1.2171171227753907,"16.5**2 * RationalQuadratic(alpha=2.22, length_scale=5.34)"
RationalQuadratic,5.0,0.001,0.9964726915390467,0.7101438054297187,0.990074527331454,1.2171178605488153,"16.5**2 * RationalQuadratic(alpha=2.22, length_scale=5.34)"
RationalQuadratic,10.0,0.5,0.9808979524883492,0.6820713923600763,0.9968274112963461,1.2746946012875937,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,20.0,0.5,0.980898057138641,0.6820713610632299,0.9968290481410917,1.2746946640279688,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,5.0,0.5,0.9808979524883492,0.682071254504749,0.9968254511190627,1.274694877644326,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,0.1,0.5,0.9808979524883492,0.6820710693351244,0.9968300706531579,1.2746952488513041,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,2.0,0.5,0.9808979524883492,0.6820710693351244,0.9968300706531579,1.2746952488513041,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,0.5,0.5,0.9808979524883492,0.6820710693351244,0.9968300706531579,1.2746952488513041,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,1.0,0.5,0.9808979524883492,0.6820710648405937,0.9968300757765284,1.2746952578614261,"15.8**2 * RationalQuadratic(alpha=1e+05, length_scale=5.08)"
RationalQuadratic,5.0,1.0,0.966220377026779,0.47776655919177957,1.4171423353812622,1.6337051626348487,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,2.0,1.0,0.966220377026779,0.4777665591908259,1.4171423353822488,1.6337051626363404,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,10.0,1.0,0.966220377026779,0.4777665591908259,1.4171423353822488,1.6337051626363404,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,1.0,1.0,0.966220377026779,0.4777665591908259,1.4171423353822488,1.6337051626363404,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,0.5,1.0,0.966220377026779,0.4777665591908259,1.4171423353822488,1.6337051626363404,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,0.1,1.0,0.966220377026779,0.4777665554510284,1.4171423416609625,1.6337051684859527,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RationalQuadratic,20.0,1.0,0.966220377026779,0.4777665332506815,1.4171423839986117,1.6337052032106736,"39.2**2 * RationalQuadratic(alpha=0.000495, length_scale=9.06)"
RBF,0.5,1.0,0.9654679925481122,0.2696338659344776,1.289276283771848,1.932020170258619,15.9**2 * RBF(length_scale=5.2)
RBF,1.0,1.0,0.9654679925481122,0.2696338654192628,1.2892762837165552,1.9320201709400615,15.9**2 * RBF(length_scale=5.2)
RBF,10.0,1.0,0.9654679925481122,0.26963386541669565,1.2892762840687293,1.932020170943457,15.9**2 * RBF(length_scale=5.2)
RBF,0.1,1.0,0.9654679925481122,0.26963386541669565,1.2892762840687293,1.932020170943457,15.9**2 * RBF(length_scale=5.2)
RBF,20.0,1.0,0.9654679925481122,0.26963386541669565,1.2892762840687293,1.932020170943457,15.9**2 * RBF(length_scale=5.2)
RBF,2.0,1.0,0.9654679925481122,0.26963386541669565,1.2892762840687293,1.932020170943457,15.9**2 * RBF(length_scale=5.2)
RBF,5.0,1.0,0.9654679925481122,0.26963386541669565,1.2892762840687293,1.932020170943457,15.9**2 * RBF(length_scale=5.2)
